;N1;L1;N2;L2;a2;N3;L3;;;;Air blades;Air inlet;CH4;Temperature;S2;NH3;H2;O2;N2;CO2;H20;Line Probe 8: Direction [-1,0,0] (m);Line Probe 8: Temperature (K);Line Probe 8: Direction [-1,0,0] (m);Line Probe 8: Mass Fraction of Nitrogen Oxide Emission;Line Probe 8: Direction [-1,0,0] (m);Line Probe 8: Mass Fraction of CO;Line Probe 8: Direction [-1,0,0] (m);Line Probe 8: Mass Fraction of H2O
29;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,202469;0,746405;0,0210229090909091;0,0301039090909091;2,8371999999996333;2031,1431143161933;3,9048999999996834;1,87987082756036e-05;0,3458999999995154;0,1492236934267867;3,1219199999996468;0,1257919486509093
30;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,2009395;0,7454275;0,0220241818181818;0,0316096818181818;2,908379999999636;1990,0540739264268;4,189619999999697;1,60442589385914e-05;1,3424199999995636;0,1234135061591337;3,264279999999653;0,1225398081600195
31;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,19941;0,74445;0,0230254545454545;0,0331154545454545;3,1219199999996468;1993,5252764925945;3,477819999999664;1,463687499156216e-05;0,6306199999995297;0,1300734592492713;3,477819999999664;0,1262646336116849
32;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,1978805;0,7434725;0,0240267272727273;0,0346212272727272;3,1219199999996468;1978,360864564998;3,5489999999996678;1,421051319333204e-05;1,3424199999995636;0,1226038654510852;3,477819999999664;0,1261881227965426
33;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,196351;0,742495;0,025028;0,036127;2,7660199999996298;1967,4663076244756;3,477819999999664;1,0575135686543455e-05;1,3424199999995636;0,1174344682164258;3,477819999999664;0,1253209030981567
34;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,1948215;0,7415175;0,0260292727272727;0,0376327727272727;2,908379999999636;1968,462554656511;3,264279999999653;9,878414762737816e-06;1,3424199999995636;0,1184790286230469;3,3354599999996566;0,1272732737873271
35;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,193292;0,74054;0,0270305454545454;0,0391385454545454;2,908379999999636;1944,7301791242207;3,477819999999664;8,51231662604028e-06;1,5559599999995726;0,1118512188040971;3,264279999999653;0,1257383901473271
36;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,1917625;0,7395625;0,0280318181818182;0,0406443181818182;3,050739999999643;1950,3483573806384;3,4066399999996597;7,3571314802033e-06;1,3424199999995636;0,1182784842423921;3,264279999999653;0,1275123918751056
37;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,190233;0,738585;0,0290330909090909;0,0421500909090909;2,908379999999636;1931,0865779583223;3,264279999999653;5,887385491992179e-06;1,3424199999995636;0,1178396849279941;3,3354599999996566;0,1277877194383382
38;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,1887035;0,7376075;0,0300343636363636;0,0436558636363636;2,908379999999636;1907,666276218382;3,477819999999664;4,997642258405418e-06;1,27123999999956;0,1137812907644073;3,477819999999664;0,1267533247794944
39;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,187174;0,73663;0,0310356363636364;0,0451616363636363;2,7660199999996298;1911,3548395351472;3,4066399999996597;3,795055708895746e-06;1,3424199999995636;0,1113329477590813;3,264279999999653;0,1293657879353449
40;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,1856445;0,7356525;0,0320369090909091;0,0466674090909091;2,908379999999636;1909,6948514093783;3,4066399999996597;3,2651047391219323e-06;1,3424199999995636;0,1099990878908602;3,3354599999996566;0,1303366227963627
41;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,184115;0,734675;0,0330381818181818;0,0481731818181818;2,9795599999996405;1908,7982879203971;3,4066399999996597;2,6585989677530987e-06;1,3424199999995636;0,1082518098472476;3,1930999999996503;0,1304531583518535
42;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,1825855;0,7336975;0,0340394545454545;0,0496789545454545;2,908379999999636;1887,7486968334667;3,4066399999996597;2,322040714712446e-06;1,3424199999995636;0,1073740254488758;3,4066399999996597;0,1293796549774532
43;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,181056;0,73272;0,0350407272727273;0,0511847272727272;2,908379999999636;1875,339858613022;3,4066399999996597;1,9899084061389515e-06;1,3424199999995636;0,1068842928494577;3,3354599999996566;0,1312567669846043
44;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,1795265;0,7317425;0,036042;0,0526905;2,908379999999636;1873,0786959563216;3,4066399999996597;1,6392924005516244e-06;1,3424199999995636;0,1048932305355512;3,1930999999996503;0,1299095570467598
45;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,177997;0,730765;0,0370432727272727;0,0541962727272727;2,908379999999636;1848,266323539412;3,62017999999967;1,401117077973282e-06;1,3424199999995636;0,1049619869685451;3,4066399999996597;0,1309606654908357
46;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,1764675;0,7297875;0,0380445454545454;0,0557020454545454;2,9795599999996405;1852,7903024590323;3,3354599999996566;1,131130436897388e-06;1,3424199999995636;0,1024616347109767;3,1219199999996468;0,1318028640866395
47;18;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,174938;0,72881;0,0390458181818182;0,0572078181818181;2,908379999999636;1830,4878616382389;3,264279999999653;9,98525651419576e-07;1,3424199999995636;0,1016652873671568;3,1219199999996468;0,1301929870742122
