;N1;L1;N2;L2;a2;N3;L3;;;;Air blades;Air inlet;CH4;Temperature;S2;NH3;H2;O2;N2;CO2;H20;Line Probe 8: Direction [-1,0,0] (m);Line Probe 8: Temperature (K);Line Probe 8: Direction [-1,0,0] (m);Line Probe 8: Mass Fraction of Nitrogen Oxide Emission;Line Probe 8: Direction [-1,0,0] (m);Line Probe 8: Mass Fraction of CO;Line Probe 8: Direction [-1,0,0] (m);Line Probe 8: Mass Fraction of H2O
48;24;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;475;0;0;0;0,211351;0,757495;0,010028;0,021127;3,4066399999996597;2068,300664700382;3,5489999999996678;4,886801219896195e-05;1,4135999999995654;0,1314616405153504;3,5489999999996678;0,1189174896535313
49;24;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;477;0;0;0;0,20128;0,75199;0,01504;0,03169;2,908379999999636;2001,9833102862967;3,3354599999996566;1,7953559156347542e-05;1,27123999999956;0,1172216805168532;3,3354599999996566;0,1190390206475133
50;24;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;478;0;0;0;0,1912;0,74649;0,02006;0,04225;2,9795599999996405;1937,3376074429004;3,477819999999664;6,600838359925104e-06;1,4135999999995654;0,1130364663728607;3,4066399999996597;0,1199351044395389
51;24;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;477;0;0;0;0,233;0,767;0;0;2,908379999999636;2226,5304720536483;3,3354599999996566;0,00021767684345649327;1,27123999999956;0,1378059991941282;3,3354599999996566;0,1209714297660113
52;24;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;481;0;0;0;0,219523;0,764288;0,005211;0,010978;3,050739999999643;2120,8293952317704;3,5489999999996678;7,273885189935235e-05;1,5559599999995726;0,1371887956645084;3,4066399999996597;0,113863209305999
53;24;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;483;0;0;0;0,212338;0,761761;0,008337;0,017564;3,050739999999643;2090,118681201132;3,62017999999967;4,330664040257057e-05;1,27123999999956;0,1300046346315319;3,3354599999996566;0,117163207971837
54;24;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;484;0;0;0;0,207547;0,760077;0,010421;0,021955;3,1219199999996468;2042,462028517384;3,5489999999996678;2,637743131772284e-05;1,5559599999995726;0,1260518765166089;3,5489999999996678;0,1148486819765531
55;24;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;488;0;0;0;0,19557;0,755865;0,015632;0,032933;2,8371999999996333;1967,827951646322;3,62017999999967;8,585441464575453e-06;1,3424199999995636;0,1170863369229574;3,5489999999996678;0,116824525110715
56;24;105;24;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;483;0;0;0;0,233;0,767;0;0;3,1930999999996503;2198,802609929572;3,762539999999677;0,00017166161362692673;0,5594399999995261;0,1454743631160572;3,4066399999996597;0,1155805298993595
57;24;105;24;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;488;0;0;0;0,220013;0,763956;0,00516;0,010871;3,477819999999664;2112,874331707496;3,83371999999968;7,743041151019431e-05;1,4135999999995654;0,1314186948435295;3,5489999999996678;0,1207131759029608
58;24;105;24;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;491;0;0;0;0,213121;0,76123;0,008256;0,017394;3,264279999999653;2102,894287969333;3,5489999999996678;4,116866202616952e-05;1,5559599999995726;0,1273980439027459;3,5489999999996678;0,1184635136933834
59;24;105;24;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;493;0;0;0;0,208526;0,759412;0,01032;0,021742;2,9795599999996405;2073,2850754901133;4,0472599999996905;2,435170035683599e-05;1,3424199999995636;0,1226454823163876;3,1219199999996468;0,1182393348685924
60;30;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,233;0,767;0;0;2,4812999999996155;2143,391786454422;2,6236599999996244;0,00035059474407639536;1,0576999999995491;0,1319407387840405;2,694839999999626;0,1235752626683319
61;30;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;475;0;0;0;0,211351;0,757495;0,010028;0,021127;2,9795599999996405;2059,2674591971177;3,3354599999996566;4,083834569370746e-05;1,27123999999956;0,1211090057324845;3,050739999999643;0,1152572782149266
62;30;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;477;0;0;0;0,20128;0,75199;0,01504;0,03169;3,1219199999996468;2005,0791939842093;3,3354599999996566;1,7440127018777067e-05;1,5559599999995726;0,1172542757649217;3,4066399999996597;0,1184454753194786
63;30;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;478;0;0;0;0,1912;0,74649;0,02006;0,04225;3,1219199999996468;1940,078654507143;3,83371999999968;7,036398760247992e-06;1,5559599999995726;0,1142435162417056;3,3354599999996566;0,1196418020032503
64;30;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;477;0;0;0;0,233;0,767;0;0;2,4812999999996155;2124,140249419751;2,6236599999996244;0,0001945248645023358;1,3424199999995636;0,1340414194789664;2,6236599999996244;0,1170267486762716
65;30;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;481;0;0;0;0,219523;0,764288;0,005211;0,010978;2,9795599999996405;2104,6894215936622;3,762539999999677;7,945764605308051e-05;1,627139999999576;0,127799172371768;3,762539999999677;0,1128921401670811
66;30;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;483;0;0;0;0,212338;0,761761;0,008337;0,017564;3,1930999999996503;2089,527998603341;3,477819999999664;4,431459200165147e-05;1,9118599999995904;0,12037106081866;3,3354599999996566;0,1162580186442906
67;30;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;484;0;0;0;0,207547;0,760077;0,010421;0,021955;3,4066399999996597;2053,408826616569;3,762539999999677;3,065323670430453e-05;1,9118599999995904;0,1183085920366691;3,6913599999996736;0,116389724485762
68;30;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;488;0;0;0;0,19557;0,755865;0,015632;0,032933;3,050739999999643;1832,695826176904;3,1930999999996503;1,0173077361532156e-05;1,484779999999569;0,1049876236718734;3,050739999999643;0,1130475343491341
69;30;105;24;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;483;0;0;0;0,233;0,767;0;0;2,694839999999626;2159,709750353911;4,0472599999996905;0,00018033668602605816;1,27123999999956;0,1419002402347517;3,5489999999996678;0,1097185772040237
70;30;105;24;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;488;0;0;0;0,220013;0,763956;0,00516;0,010871;3,1930999999996503;2106,014587638528;3,5489999999996678;7,543769238702559e-05;1,3424199999995636;0,1364348198304952;3,4066399999996597;0,1152586226181648
71;30;105;24;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;491;0;0;0;0,213121;0,76123;0,008256;0,017394;3,1219199999996468;2087,887757133521;3,3354599999996566;3,790488968882685e-05;1,6983199999995795;0,1235756251029924;3,477819999999664;0,1149984067542532
72;30;105;24;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;493;0;0;0;0,208526;0,759412;0,01032;0,021742;3,1930999999996503;2065,148531720014;3,5489999999996678;3,054938593375722e-05;1,5559599999995726;0,1242869082634065;3,62017999999967;0,1182091952124494
73;36;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,233;0,767;0;0;2,4101199999996137;2107,033117719597;2,908379999999636;0,0001999035506822776;1,27123999999956;0,1350444502765895;2,694839999999626;0,1157596685557817
74;36;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;475;0;0;0;0,211351;0,757495;0,010028;0,021127;2,7660199999996298;2050,0712013051416;2,9795599999996405;3,412031114867139e-05;1,3424199999995636;0,1187255025202888;2,9795599999996405;0,1167554496806247
75;36;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;477;0;0;0;0,20128;0,75199;0,01504;0,03169;2,9795599999996405;1996,2209783463968;3,264279999999653;1,6476609827885834e-05;1,3424199999995636;0,1167931230721349;3,1930999999996503;0,1189531064502859
76;36;105;24;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;478;0;0;0;0,1912;0,74649;0,02006;0,04225;3,264279999999653;1946,0753124834464;3,477819999999664;6,757811631128176e-06;1,5559599999995726;0,10775074898514;3,4066399999996597;0,1203736962317673
77;36;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;477;0;0;0;0,233;0,767;0;0;3,050739999999643;2191,7699287326377;3,1219199999996468;0,00018290477596324752;1,3424199999995636;0,1302932112634966;3,1930999999996503;0,1125338838398051
78;36;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;481;0;0;0;0,219523;0,764288;0,005211;0,010978;2,7660199999996298;2117,0553100225125;2,9795599999996405;5,908358032123947e-05;1,27123999999956;0,1226586052269046;2,9795599999996405;0,1142348317590154
79;36;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;483;0;0;0;0,212338;0,761761;0,008337;0,017564;3,264279999999653;2037,584565752064;3,3354599999996566;3,839625251449119e-05;1,4135999999995654;0,1267917191930834;3,3354599999996566;0,1145156187791789
80;36;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;484;0;0;0;0,207547;0,760077;0,010421;0,021955;2,694839999999626;2019,115549477426;3,5489999999996678;2,421819583130542e-05;1,4135999999995654;0,1216996254483989;3,5489999999996678;0,112911428501074
81;36;105;24;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;488;0;0;0;0,19557;0,755865;0,015632;0,032933;3,1219199999996468;1968,5460566335296;3,762539999999677;9,362485435907118e-06;1,5559599999995726;0,1157827486757087;3,62017999999967;0,1173363021652759
82;36;105;24;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;483;0;0;0;0,233;0,767;0;0;2,7660199999996298;2195,60790890483;2,9795599999996405;0,00013862971665217343;1,27123999999956;0,1310821109170826;2,9795599999996405;0,1138709077824259
